Subject ID,Subject Age,Subject Gender,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Block,Control Type,Ratio of number of dots,Percentage of dots,Ratio of areas of dot sets (greater to smaller),Color One,Color Two,Response Time,Date/Time,Consecutive Rounds,Section,Feedback given,Key for "Yes" 
78,9,MALE,13,12,YES,YES,yes,0,Inverse Areas,1.0833333333333333,0.52,1.037659420330761,null,null,2.379983545,2015-11-03T12:54:25.126,1,0,No,J
78,9,MALE,13,12,NO,YES,no,0,Inverse Areas,1.0833333333333333,0.52,1.120248224100367,null,null,1.419133048,2015-11-03T12:54:26.846,2,0,No,J
78,9,MALE,18,2,YES,YES,yes,0,Equal Areas,9.0,0.9,1.0000000000000004,null,null,1.317951751,2015-11-03T12:54:28.303,3,0,No,J
78,9,MALE,13,12,NO,YES,no,0,Equal Areas,1.0833333333333333,0.52,1.0,null,null,1.159157834,2015-11-03T12:54:29.585,4,0,No,J
78,9,MALE,9,16,NO,YES,no,0,Equal Areas,1.7777777777777777,0.36,1.0000000000000002,null,null,1.135849619,2015-11-03T12:54:30.814,5,0,No,J
78,9,MALE,14,12,NO,YES,no,0,Inverse Areas,1.1666666666666667,0.5384615384615384,1.6085848142127281,null,null,1.384873544,2015-11-03T12:54:32.276,6,0,No,J
78,9,MALE,30,20,NO,YES,no,0,Inverse Areas,1.5,0.6,2.1853922528390513,null,null,1.196044296,2015-11-03T12:54:33.537,7,0,No,J
78,9,MALE,14,11,NO,YES,no,0,Inverse Areas,1.2727272727272727,0.56,2.223521298118889,null,null,1.242102661,2015-11-03T12:54:34.846,8,0,No,J
78,9,MALE,30,18,YES,YES,yes,0,Equal Areas,1.6666666666666667,0.625,1.0,null,null,1.191726472,2015-11-03T12:54:36.116,9,0,No,J
78,9,MALE,16,9,YES,YES,yes,0,Equal Areas,1.7777777777777777,0.64,1.0000000000000002,null,null,1.251173643,2015-11-03T12:54:37.414,10,0,No,J
78,9,MALE,18,5,YES,YES,yes,0,Inverse Areas,3.6,0.782608695652174,11.04614586469424,null,null,1.310573347,2015-11-03T12:54:38.766,11,0,No,J
78,9,MALE,11,14,NO,YES,no,0,Equal Areas,1.2727272727272727,0.44,1.0000000000000004,null,null,1.15544554,2015-11-03T12:54:39.965,12,0,No,J
78,9,MALE,24,16,YES,YES,yes,0,Equal Areas,1.5,0.6,1.0000000000000002,null,null,1.163172893,2015-11-03T12:54:41.188,13,0,No,J
78,9,MALE,14,11,NO,YES,no,0,Equal Areas,1.2727272727272727,0.56,1.0000000000000002,null,null,1.19877688,2015-11-03T12:54:42.450,14,0,No,J
78,9,MALE,16,24,NO,YES,no,0,Inverse Areas,1.5,0.4,2.5912522799517985,null,null,1.147583909,2015-11-03T12:54:43.655,15,0,No,J
78,9,MALE,21,14,NO,YES,no,0,Inverse Areas,1.5,0.6,2.6891556631098954,null,null,1.279920512,2015-11-03T12:54:44.992,16,0,No,J
